Transaction ID,Transaction Date Time,Transaction Amount,Payment Method,Account Number,Account Name
TXN0327,2024-10-02 00:45:37,2676.01,Debit Card,ACC2957399131,Account-490
TXN0328,2024-09-22 00:51:37,4688.32,Bank Transfer,ACC3687062915,Account-195
TXN0329,2024-10-01 13:22:37,3206.51,Net Banking,ACC8992146554,Account-508
TXN0330,2024-09-20 07:44:37,3364.36,UPI,ACC1455616299,Account-621
TXN0331,2024-09-10 14:06:37,4841.8,Net Banking,ACC2566120131,Account-571
TXN0332,2024-09-23 00:28:37,1288.25,UPI,ACC8686324033,Account-951
TXN0333,2024-09-13 20:02:37,4028.44,Bank Transfer,ACC6234079918,Account-717
TXN0334,2024-09-26 05:37:37,4823.52,UPI,ACC5649297646,Account-616
TXN0335,2024-09-26 04:53:37,1103.55,Debit Card,ACC5570962436,Account-986
TXN0336,2024-09-10 05:50:37,2281.64,Debit Card,ACC1026656481,Account-162
TXN0337,2024-09-08 17:21:37,4127.23,UPI,ACC8626638648,Account-423
TXN0338,2024-09-24 09:45:37,4349.26,Credit Card,ACC7101149766,Account-889
TXN0339,2024-09-04 18:16:37,1196.85,Credit Card,ACC1490627258,Account-358
TXN0340,2024-09-09 16:50:37,3350.05,Credit Card,ACC8878956640,Account-785
TXN0341,2024-09-26 09:15:37,3811.69,Net Banking,ACC1480778658,Account-917
TXN0342,2024-09-26 04:32:37,161.55,UPI,ACC2431066722,Account-342
TXN0343,2024-09-17 15:14:37,4630.75,UPI,ACC4703415260,Account-998
TXN0344,2024-09-28 13:47:37,1014.94,Net Banking,ACC4451394267,Account-642
TXN0345,2024-09-04 13:47:37,2168.56,UPI,ACC5384029751,Account-348
TXN0346,2024-09-30 09:24:37,3284.1,UPI,ACC1850371358,Account-156
TXN0347,2024-09-25 06:12:37,2727.09,Net Banking,ACC2098260975,Account-135
TXN0348,2024-09-20 04:16:37,3104.4,Credit Card,ACC9904224384,Account-284
TXN0349,2024-09-27 18:22:37,2679.03,Credit Card,ACC3968268864,Account-955
TXN0350,2024-09-13 08:05:37,80.46,Bank Transfer,ACC8292263001,Account-572
TXN0351,2024-09-30 00:38:37,4789.66,Bank Transfer,ACC3413972720,Account-821
TXN0352,2024-09-11 15:54:37,3694.09,UPI,ACC6680937327,Account-682
TXN0353,2024-09-07 11:03:37,4174.66,UPI,ACC7170516181,Account-630
TXN0354,2024-09-28 02:50:37,2968.17,Credit Card,ACC7889947567,Account-405
TXN0355,2024-09-10 16:05:37,3019.67,Debit Card,ACC9341497372,Account-467
TXN0356,2024-09-08 02:25:37,387.38,Net Banking,ACC1052725845,Account-416
TXN0357,2024-09-27 06:49:37,4455.83,Debit Card,ACC7801023454,Account-343
TXN0358,2024-09-11 00:07:37,4056.77,Bank Transfer,ACC1235422370,Account-707
TXN0359,2024-09-21 10:58:37,1032.0,UPI,ACC3114553777,Account-203
TXN0360,2024-09-24 15:01:37,3533.82,UPI,ACC7233477529,Account-206
TXN0361,2024-09-28 10:38:37,1449.41,Net Banking,ACC3528774058,Account-127
TXN0362,2024-10-02 12:37:37,361.99,Credit Card,ACC8138936920,Account-439
TXN0363,2024-09-20 11:08:37,787.99,UPI,ACC1324633875,Account-321
TXN0364,2024-09-10 13:06:37,1019.55,Debit Card,ACC9810533059,Account-668
TXN0365,2024-09-20 09:52:37,3290.0,Net Banking,ACC5727653096,Account-775
TXN0366,2024-09-02 12:06:37,3066.47,UPI,ACC6886988179,Account-652
TXN0367,2024-09-11 11:07:37,1634.71,Debit Card,ACC7363726048,Account-478
TXN0368,2024-10-01 14:19:37,4837.97,Credit Card,ACC1646687836,Account-196
TXN0369,2024-09-06 00:56:37,1774.13,Bank Transfer,ACC2190788440,Account-249
TXN0370,2024-10-01 00:42:37,2789.54,Net Banking,ACC1845411711,Account-856
TXN0371,2024-09-25 05:34:37,2176.74,Net Banking,ACC3146837105,Account-773
TXN0372,2024-09-05 14:21:37,3005.33,UPI,ACC8095940607,Account-211
TXN0373,2024-09-03 08:14:37,1151.15,Credit Card,ACC1920922194,Account-163
TXN0374,2024-09-18 04:09:37,1650.93,Credit Card,ACC1678852190,Account-643
TXN0375,2024-09-29 14:32:37,328.79,UPI,ACC8485061502,Account-164
TXN0376,2024-09-20 23:55:37,2893.34,Credit Card,ACC2570788552,Account-318
TXN0377,2024-09-30 19:03:37,2994.31,Net Banking,ACC2428758983,Account-612
TXN0378,2024-09-29 21:16:37,1284.62,Bank Transfer,ACC6380596739,Account-390
TXN0379,2024-09-06 01:52:37,3158.92,Net Banking,ACC9103040631,Account-289
TXN0380,2024-09-26 11:53:37,340.18,Net Banking,ACC5887913548,Account-890
TXN0381,2024-09-20 23:35:37,1312.63,Credit Card,ACC8237893745,Account-437
TXN0382,2024-09-21 18:35:37,1771.44,Debit Card,ACC8249070570,Account-853
TXN0383,2024-09-14 11:53:37,500.71,Bank Transfer,ACC1041210134,Account-904
TXN0384,2024-09-09 19:25:37,2589.49,UPI,ACC1676643917,Account-737
TXN0385,2024-09-26 09:10:37,1898.3,Net Banking,ACC2720566552,Account-294
TXN0386,2024-09-11 17:46:37,951.43,Bank Transfer,ACC8694158682,Account-128
TXN0387,2024-10-01 07:48:37,2231.55,Debit Card,ACC4012363272,Account-130
TXN0388,2024-09-11 08:46:37,1426.05,Credit Card,ACC9881714965,Account-580
TXN0389,2024-09-24 04:30:37,1224.87,Net Banking,ACC8741102727,Account-392
TXN0390,2024-09-27 00:09:37,3653.46,UPI,ACC8133464956,Account-102
TXN0391,2024-10-02 07:44:37,2403.07,Debit Card,ACC2580952616,Account-765
TXN0392,2024-09-11 06:47:37,1139.67,Debit Card,ACC1387679131,Account-890
TXN0393,2024-09-21 16:25:37,2930.95,Debit Card,ACC7365370444,Account-491
TXN0394,2024-09-16 23:45:37,3655.06,UPI,ACC5899341742,Account-835
TXN0395,2024-09-15 09:42:37,399.86,Bank Transfer,ACC3725058866,Account-874
TXN0396,2024-09-18 08:50:37,4732.8,Debit Card,ACC6564198226,Account-988
TXN0397,2024-09-27 14:33:37,2676.65,Bank Transfer,ACC7566480447,Account-510
TXN0398,2024-09-12 00:13:37,1813.55,Debit Card,ACC8913705668,Account-415
TXN0399,2024-09-26 14:32:37,2330.89,Net Banking,ACC2876398396,Account-898
TXN0400,2024-09-11 00:04:37,2452.86,Net Banking,ACC5595579293,Account-825
TXN0401,2024-09-04 18:45:37,858.65,Net Banking,ACC7195720813,Account-430
TXN0402,2024-09-06 13:41:37,3616.64,UPI,ACC6178166583,Account-917
TXN0403,2024-09-27 05:59:37,1227.66,Debit Card,ACC1987677322,Account-655
TXN0404,2024-09-12 07:10:37,4850.97,UPI,ACC9632838591,Account-996
TXN0405,2024-10-01 19:05:37,1358.66,Net Banking,ACC1399404655,Account-478
TXN0406,2024-09-18 11:00:37,1029.07,Bank Transfer,ACC9544849043,Account-931
TXN0407,2024-09-08 19:35:37,551.58,UPI,ACC8077546165,Account-192
TXN0408,2024-09-07 23:30:37,1255.39,Bank Transfer,ACC8047519754,Account-489
TXN0409,2024-09-11 04:38:37,2910.29,Credit Card,ACC5477773537,Account-130
TXN0410,2024-09-25 06:13:37,1435.38,Credit Card,ACC9434334679,Account-278
TXN0411,2024-09-03 01:52:37,70.82,UPI,ACC8192779803,Account-760
TXN0412,2024-09-04 22:02:37,4101.7,Credit Card,ACC4177592154,Account-595
TXN0413,2024-09-02 13:20:37,4062.23,Net Banking,ACC5817769588,Account-107
TXN0414,2024-09-08 03:31:37,2932.03,Debit Card,ACC7047903349,Account-324
TXN0415,2024-09-23 03:05:37,4470.16,Net Banking,ACC8551734217,Account-272
TXN0416,2024-09-17 20:51:37,3356.9,Debit Card,ACC6296113276,Account-673
TXN0417,2024-09-22 11:06:37,3410.37,Net Banking,ACC1109466139,Account-650
TXN0418,2024-09-23 18:35:37,420.26,UPI,ACC7985569908,Account-477
TXN0419,2024-09-03 16:31:37,4083.31,Bank Transfer,ACC8228655269,Account-601
TXN0420,2024-09-04 18:11:37,3189.3,UPI,ACC2475459500,Account-656
TXN0421,2024-09-26 06:17:37,1283.9,Bank Transfer,ACC1662047163,Account-324
TXN0422,2024-09-13 02:43:37,1607.0,UPI,ACC9969675756,Account-637
TXN0423,2024-10-01 14:36:37,1638.07,Credit Card,ACC2784352466,Account-942
TXN0424,2024-09-07 15:49:37,267.69,Debit Card,ACC3487812902,Account-814
TXN0425,2024-09-14 06:37:37,1113.66,Credit Card,ACC4320879830,Account-786
TXN0426,2024-10-03 04:36:37,1069.33,Bank Transfer,ACC3729143358,Account-810
TXN0427,2024-09-20 10:23:37,1994.17,Debit Card,ACC4252904228,Account-317
TXN0428,2024-09-10 08:19:37,2660.68,Debit Card,ACC2947747040,Account-740
TXN0429,2024-09-23 18:08:37,2402.9,Credit Card,ACC8192876064,Account-945
TXN0430,2024-09-15 06:20:37,2008.04,Credit Card,ACC2547248337,Account-468
TXN0431,2024-09-04 16:27:37,3664.67,Debit Card,ACC1694186902,Account-573
TXN0432,2024-10-02 06:58:37,2865.16,Net Banking,ACC7526058664,Account-232
TXN0433,2024-09-24 02:46:37,1387.71,UPI,ACC9938670867,Account-874
TXN0434,2024-09-18 10:38:37,4774.41,Debit Card,ACC8911517145,Account-754
TXN0435,2024-09-05 10:55:37,885.75,Credit Card,ACC4074880909,Account-100
TXN0436,2024-09-14 10:43:37,4573.52,Net Banking,ACC6123947972,Account-650
TXN0437,2024-10-01 06:44:37,4590.6,Debit Card,ACC6599396877,Account-769
TXN0438,2024-09-24 03:08:37,1224.83,Credit Card,ACC1966596153,Account-125
TXN0439,2024-09-04 18:00:37,1989.76,UPI,ACC5428985096,Account-221
TXN0440,2024-09-08 00:04:37,2814.55,Credit Card,ACC6594877172,Account-283
TXN0441,2024-09-11 17:50:37,4897.26,Bank Transfer,ACC7367280404,Account-117
TXN0442,2024-09-30 14:33:37,1682.94,Credit Card,ACC7072612942,Account-342
TXN0443,2024-10-02 05:40:37,1624.23,Credit Card,ACC4509541056,Account-173
TXN0444,2024-09-12 06:37:37,621.84,UPI,ACC5036894056,Account-823
TXN0445,2024-09-25 08:34:37,2540.91,UPI,ACC3050667829,Account-705
TXN0446,2024-09-04 03:58:37,600.89,Debit Card,ACC9837962951,Account-840
TXN0447,2024-10-02 00:14:37,3000.92,Credit Card,ACC2791139161,Account-875
TXN0448,2024-09-17 22:59:37,1160.46,UPI,ACC1416718358,Account-952
TXN0449,2024-09-22 14:28:37,4682.34,Bank Transfer,ACC9890374300,Account-394
TXN0450,2024-10-02 12:43:37,4132.92,UPI,ACC8221814913,Account-309
TXN0451,2024-09-13 13:35:37,1664.19,Credit Card,ACC7977374827,Account-410
TXN0452,2024-10-01 09:25:37,3503.42,Debit Card,ACC4854527848,Account-736
TXN0453,2024-09-20 15:25:37,2921.4,Debit Card,ACC4326929826,Account-212
TXN0454,2024-09-20 22:31:37,2738.77,Bank Transfer,ACC5097860822,Account-286
TXN0455,2024-09-30 02:54:37,3674.17,Net Banking,ACC5493111857,Account-454
TXN0456,2024-09-29 22:45:37,1022.27,Debit Card,ACC3006843193,Account-423
TXN0457,2024-09-26 15:44:37,1341.36,Debit Card,ACC1544136809,Account-871
TXN0458,2024-09-02 23:57:37,2219.44,UPI,ACC2616013013,Account-906
TXN0459,2024-09-18 16:37:37,3163.83,Bank Transfer,ACC9357938671,Account-383
TXN0460,2024-09-22 07:45:37,1453.67,Debit Card,ACC8631723208,Account-547
TXN0461,2024-09-07 14:16:37,4835.56,UPI,ACC5338526681,Account-814
TXN0462,2024-09-21 19:37:37,2748.26,UPI,ACC7448422545,Account-204
TXN0463,2024-09-27 05:39:37,2537.1,UPI,ACC7088063388,Account-221
TXN0464,2024-09-26 08:45:37,171.78,Credit Card,ACC9829616322,Account-917
TXN0465,2024-09-08 05:11:37,3197.51,UPI,ACC5366485927,Account-877
TXN0466,2024-09-04 05:39:37,1803.22,Debit Card,ACC4956916185,Account-385
TXN0467,2024-09-18 17:36:37,3307.12,Debit Card,ACC1222172329,Account-374
TXN0468,2024-09-15 05:41:37,2041.37,Debit Card,ACC5014684492,Account-445
TXN0469,2024-09-15 12:15:37,3537.87,Bank Transfer,ACC4059739959,Account-627
TXN0470,2024-09-27 05:26:37,779.37,UPI,ACC8904390418,Account-782
TXN0471,2024-09-19 07:36:37,2312.51,Debit Card,ACC9053453983,Account-252
TXN0472,2024-09-22 01:27:37,177.61,Credit Card,ACC3358687947,Account-681
TXN0473,2024-09-19 19:28:37,1238.59,Credit Card,ACC4641259328,Account-663
TXN0474,2024-09-25 12:27:37,599.19,UPI,ACC4858042587,Account-485
TXN0475,2024-09-20 06:06:37,3728.55,Net Banking,ACC8926995961,Account-406
TXN0476,2024-09-04 16:58:37,3891.49,UPI,ACC4828798332,Account-929
TXN0477,2024-09-23 14:52:37,4643.82,Debit Card,ACC8281285261,Account-929
TXN0478,2024-09-28 13:13:37,2970.85,Bank Transfer,ACC8344886092,Account-528
TXN0479,2024-09-14 18:04:37,2418.51,Bank Transfer,ACC6281098563,Account-500
TXN0480,2024-09-11 04:46:37,1646.5,Net Banking,ACC3387932346,Account-334
TXN0481,2024-09-06 16:06:37,4357.87,Credit Card,ACC1243464162,Account-773
TXN0482,2024-10-02 00:19:37,2931.61,Net Banking,ACC3163871823,Account-344
TXN0483,2024-09-08 00:23:37,3991.07,Credit Card,ACC5270281812,Account-440
TXN0484,2024-09-02 15:56:37,533.43,Bank Transfer,ACC3082819009,Account-878
TXN0485,2024-10-02 09:25:37,4971.07,Debit Card,ACC4976655916,Account-301
TXN0486,2024-09-15 05:43:37,2401.58,Debit Card,ACC6987897415,Account-811
TXN0487,2024-09-29 18:26:37,1009.97,Bank Transfer,ACC9887455245,Account-907
TXN0488,2024-09-13 01:59:37,3278.06,Debit Card,ACC7889732264,Account-600
TXN0489,2024-09-27 22:59:37,2425.79,Credit Card,ACC5740878338,Account-761
TXN0490,2024-09-18 12:34:37,3592.09,Bank Transfer,ACC1942044825,Account-384
TXN0491,2024-09-08 07:53:37,4359.72,Bank Transfer,ACC8202457745,Account-976
TXN0492,2024-09-21 23:12:37,4389.77,Net Banking,ACC8062845826,Account-313
TXN0493,2024-09-05 16:46:37,3925.11,Debit Card,ACC8720552631,Account-848
TXN0494,2024-09-20 14:08:37,1598.58,Credit Card,ACC6544238517,Account-373
TXN0495,2024-09-12 06:23:37,124.61,Net Banking,ACC6494642796,Account-527
TXN0496,2024-09-28 07:07:37,1194.19,Net Banking,ACC3900579259,Account-151
TXN0497,2024-09-29 22:04:37,922.73,UPI,ACC1351941093,Account-580
TXN0498,2024-09-02 10:26:37,4962.34,Net Banking,ACC1858969044,Account-762
TXN0499,2024-10-01 03:58:37,2887.44,Bank Transfer,ACC9715229571,Account-596
TXN0500,2024-09-27 14:38:37,1747.31,Debit Card,ACC9946579747,Account-606
TXN0501,2024-09-12 14:24:37,854.21,Debit Card,ACC2045038858,Account-753
TXN0502,2024-09-27 12:43:37,4628.59,UPI,ACC8390941816,Account-104
TXN0503,2024-09-30 14:04:37,2577.5,Net Banking,ACC5473573776,Account-750
TXN0504,2024-09-24 12:39:37,1309.32,Debit Card,ACC6332686514,Account-854
TXN0505,2024-09-28 01:34:37,634.33,UPI,ACC6310727532,Account-342
TXN0506,2024-09-12 02:35:37,2822.33,Debit Card,ACC3905387143,Account-993
TXN0507,2024-09-05 07:43:37,4248.82,Net Banking,ACC9450249920,Account-423
TXN0508,2024-10-03 07:53:37,3062.83,Credit Card,ACC1843041448,Account-948
TXN0509,2024-09-25 12:06:37,3474.6,Debit Card,ACC9957531893,Account-129
TXN0510,2024-09-19 13:20:37,2967.69,UPI,ACC3583191743,Account-522
TXN0511,2024-09-23 21:47:37,1949.68,UPI,ACC7768734671,Account-835
TXN0512,2024-09-20 17:54:37,769.46,Credit Card,ACC6907949433,Account-460
TXN0513,2024-09-28 21:39:37,838.82,Bank Transfer,ACC2980828282,Account-522
TXN0514,2024-09-07 06:21:37,1666.46,Credit Card,ACC3063208740,Account-832
TXN0515,2024-09-09 14:27:37,4391.71,Debit Card,ACC5439784390,Account-197
TXN0516,2024-09-08 01:41:37,307.19,UPI,ACC9886913352,Account-269
TXN0517,2024-09-26 11:06:37,4195.7,UPI,ACC7013565088,Account-525
TXN0518,2024-10-01 06:42:37,4942.5,Debit Card,ACC4344542076,Account-957
TXN0519,2024-09-09 14:57:37,2204.6,UPI,ACC2050555984,Account-808
TXN0520,2024-09-18 03:21:37,1404.51,Credit Card,ACC6071948819,Account-314
TXN0521,2024-09-26 22:15:37,4187.13,UPI,ACC1072227962,Account-485
TXN0522,2024-10-03 09:06:37,4232.31,Debit Card,ACC2611113090,Account-350
TXN0523,2024-09-14 15:46:37,3330.56,UPI,ACC1462615211,Account-539
TXN0524,2024-09-18 13:22:37,1858.48,Net Banking,ACC9055250626,Account-376
TXN0525,2024-09-10 00:09:37,3080.7,Bank Transfer,ACC1741583279,Account-298
TXN0526,2024-09-12 05:37:37,3347.23,Debit Card,ACC1871161473,Account-384
TXN0527,2024-09-17 08:52:37,251.13,Credit Card,ACC5878530453,Account-240
TXN0528,2024-09-02 20:23:37,4102.16,UPI,ACC2823287053,Account-472
TXN0529,2024-09-26 00:40:37,3401.07,Credit Card,ACC6874351923,Account-721
TXN0530,2024-09-18 00:13:37,3844.92,Net Banking,ACC6914689488,Account-154
TXN0531,2024-09-12 06:00:37,3796.46,UPI,ACC8665686910,Account-548
TXN0532,2024-09-21 08:37:37,965.25,UPI,ACC9209794389,Account-328
TXN0533,2024-09-16 15:33:37,1273.72,UPI,ACC9579876754,Account-637
TXN0534,2024-09-28 03:25:37,3556.71,Credit Card,ACC7459129003,Account-214
TXN0535,2024-09-23 16:19:37,2393.06,Credit Card,ACC8545095039,Account-816
TXN0536,2024-09-20 19:36:37,258.79,Bank Transfer,ACC2692417809,Account-143
TXN0537,2024-09-20 03:19:37,797.25,Bank Transfer,ACC3153988331,Account-348
TXN0538,2024-09-18 18:41:37,2425.98,Net Banking,ACC6881306982,Account-376
TXN0539,2024-09-14 18:39:37,1344.56,Net Banking,ACC1766713889,Account-953
TXN0540,2024-10-02 19:38:37,2708.49,Credit Card,ACC2735698798,Account-533
TXN0541,2024-09-12 11:41:37,1690.58,Bank Transfer,ACC8170963980,Account-618
TXN0542,2024-09-25 19:14:37,3139.96,Net Banking,ACC4720680685,Account-209
TXN0543,2024-09-28 07:22:37,3817.81,UPI,ACC2829172394,Account-272
TXN0544,2024-09-14 06:09:37,4061.66,Credit Card,ACC6112918949,Account-693
TXN0545,2024-09-06 07:13:37,278.03,Credit Card,ACC6949635644,Account-396
TXN0546,2024-10-01 09:43:37,1283.13,UPI,ACC9539206471,Account-632
TXN0547,2024-09-10 15:48:37,2942.12,Bank Transfer,ACC9642004403,Account-143
TXN0548,2024-09-05 23:03:37,988.33,Net Banking,ACC6854520004,Account-167
TXN0549,2024-09-15 04:03:37,4164.07,Bank Transfer,ACC8655291002,Account-268
TXN0550,2024-09-07 01:56:37,839.51,Credit Card,ACC1823000828,Account-709
TXN0551,2024-09-25 03:47:37,4300.44,Credit Card,ACC7446033572,Account-947
TXN0552,2024-09-21 03:38:37,544.43,Debit Card,ACC6271459028,Account-344
TXN0553,2024-09-07 16:51:37,4373.53,UPI,ACC9803707992,Account-273
TXN0554,2024-09-02 12:45:37,2194.88,Net Banking,ACC6169495741,Account-552
TXN0555,2024-09-02 22:04:37,4227.94,Debit Card,ACC4829929141,Account-159
TXN0556,2024-09-26 12:01:37,2751.68,Debit Card,ACC8561514763,Account-736
TXN0557,2024-09-16 12:29:37,4607.72,Debit Card,ACC9801433384,Account-342
TXN0558,2024-09-14 00:06:37,4075.81,Net Banking,ACC4003179839,Account-492
TXN0559,2024-09-25 09:06:37,2179.79,Debit Card,ACC1711213946,Account-956
TXN0560,2024-09-29 18:27:37,3403.41,Bank Transfer,ACC6321157937,Account-350
TXN0561,2024-09-28 06:57:37,2956.95,Net Banking,ACC4632046832,Account-929
TXN0562,2024-09-07 07:06:37,4040.14,Net Banking,ACC7579584518,Account-331
TXN0563,2024-09-16 03:16:37,359.09,Credit Card,ACC5181840602,Account-611
TXN0564,2024-09-22 04:48:37,2541.47,Credit Card,ACC2962793392,Account-656
TXN0565,2024-09-20 11:09:37,1306.86,Debit Card,ACC5178177648,Account-392
TXN0566,2024-09-25 19:23:37,2014.28,UPI,ACC9145604124,Account-273
TXN0567,2024-09-06 07:05:37,2409.6,Net Banking,ACC5606590368,Account-434
TXN0568,2024-09-04 21:19:37,3694.09,Debit Card,ACC6490145385,Account-462
TXN0569,2024-09-21 02:22:37,1352.94,Bank Transfer,ACC8941567024,Account-300
TXN0570,2024-09-08 03:58:37,771.14,Debit Card,ACC8174681613,Account-563
TXN0571,2024-09-13 13:21:37,4376.9,UPI,ACC7968533709,Account-582
TXN0572,2024-09-07 03:14:37,2121.96,Net Banking,ACC3347429353,Account-494
TXN0573,2024-09-24 12:03:37,351.87,UPI,ACC5786598509,Account-344
TXN0574,2024-09-29 14:38:37,324.11,UPI,ACC4834988287,Account-106
TXN0575,2024-09-26 00:19:37,1955.74,UPI,ACC6314127258,Account-286
TXN0576,2024-09-25 16:40:37,3704.55,Credit Card,ACC5676395229,Account-889
TXN0577,2024-09-21 23:11:37,2816.1,Credit Card,ACC9807046219,Account-534
TXN0578,2024-09-28 20:00:37,2497.44,Debit Card,ACC8975885087,Account-167
TXN0579,2024-09-23 10:37:37,2908.39,Credit Card,ACC2242532025,Account-481
TXN0580,2024-09-10 19:13:37,525.66,UPI,ACC7586311716,Account-809
TXN0581,2024-09-13 08:52:37,2744.46,Net Banking,ACC2522149853,Account-499
TXN0582,2024-09-14 02:37:37,393.63,Credit Card,ACC6774102906,Account-151
TXN0583,2024-09-20 07:29:37,2255.38,Bank Transfer,ACC2813564058,Account-797
TXN0584,2024-09-29 16:23:37,4975.09,Bank Transfer,ACC1580100371,Account-401
TXN0585,2024-09-29 00:27:37,2232.39,Credit Card,ACC6363394350,Account-336
TXN0586,2024-09-24 03:30:37,3169.66,UPI,ACC2356498237,Account-837
TXN0587,2024-09-09 16:51:37,4601.92,Debit Card,ACC5340392332,Account-991
TXN0588,2024-09-08 21:25:37,1451.48,Credit Card,ACC9998175453,Account-168
TXN0589,2024-09-06 16:55:37,2935.02,Bank Transfer,ACC1491263219,Account-500
TXN0590,2024-09-23 23:13:37,3787.06,UPI,ACC2853997877,Account-624
TXN0591,2024-09-16 00:01:37,4335.23,Bank Transfer,ACC9347976853,Account-133
TXN0592,2024-09-18 00:28:37,546.22,Credit Card,ACC1821975154,Account-846
TXN0593,2024-09-03 07:44:37,1688.87,Credit Card,ACC4376678311,Account-437
TXN0594,2024-09-22 06:24:37,1265.16,UPI,ACC3935173825,Account-662
TXN0595,2024-09-06 00:30:37,3847.46,UPI,ACC6085257735,Account-313
TXN0596,2024-09-25 18:55:37,2636.68,Bank Transfer,ACC3261449404,Account-237
TXN0597,2024-09-04 04:13:37,2369.07,UPI,ACC8408452100,Account-508
TXN0598,2024-09-25 18:27:37,2535.9,UPI,ACC7697083533,Account-360
TXN0599,2024-09-22 19:17:37,2810.22,Credit Card,ACC4328031101,Account-888
TXN0600,2024-09-15 23:42:37,4490.59,Credit Card,ACC3309794435,Account-687
TXN0601,2024-09-18 06:11:37,1781.53,Net Banking,ACC5053736054,Account-613
TXN0602,2024-09-09 03:22:37,3694.71,Debit Card,ACC6623583510,Account-708
TXN0603,2024-09-23 14:02:37,568.84,Net Banking,ACC9772985043,Account-150
TXN0604,2024-09-23 12:40:37,644.92,Net Banking,ACC7462364586,Account-392
TXN0605,2024-09-16 14:36:37,4699.83,Bank Transfer,ACC2205006220,Account-313
TXN0606,2024-09-03 02:29:37,2858.79,Net Banking,ACC3043942691,Account-147
TXN0607,2024-09-10 18:17:37,1344.09,UPI,ACC1169954278,Account-655
TXN0608,2024-09-28 05:13:37,2484.52,UPI,ACC9788271300,Account-835
TXN0609,2024-09-04 10:34:37,2179.19,Debit Card,ACC4399928609,Account-742
TXN0610,2024-09-23 14:45:37,139.33,Net Banking,ACC9182052947,Account-869
TXN0611,2024-09-12 11:32:37,1554.56,Bank Transfer,ACC4710037284,Account-917
TXN0612,2024-09-11 05:56:37,801.62,Net Banking,ACC2665832508,Account-206
TXN0613,2024-09-12 12:57:37,4370.14,Credit Card,ACC8637844197,Account-549
TXN0614,2024-09-20 22:49:37,744.69,Net Banking,ACC9096172312,Account-318
TXN0615,2024-09-16 21:11:37,2595.84,Credit Card,ACC7960319646,Account-332
TXN0616,2024-09-02 12:12:37,726.58,Debit Card,ACC9817026006,Account-727
TXN0617,2024-09-05 00:12:37,4342.91,UPI,ACC4917357967,Account-254
TXN0618,2024-09-14 21:46:37,2540.56,UPI,ACC5315900251,Account-451
TXN0619,2024-09-07 15:56:37,676.19,Credit Card,ACC1665421577,Account-642
TXN0620,2024-09-14 15:59:37,732.73,Debit Card,ACC4153718244,Account-151
TXN0621,2024-09-17 19:51:37,4233.1,Credit Card,ACC3946236473,Account-743
TXN0622,2024-09-04 02:58:37,470.57,UPI,ACC1723661124,Account-487
TXN0623,2024-09-05 10:31:37,2430.96,Net Banking,ACC7212203538,Account-710
TXN0624,2024-09-05 15:17:37,144.24,UPI,ACC2511315800,Account-259
TXN0625,2024-09-16 07:30:37,4297.28,Debit Card,ACC1245585625,Account-873
TXN0626,2024-09-19 21:01:37,1541.05,UPI,ACC8597119018,Account-948
TXN0627,2024-09-10 13:20:37,881.82,Debit Card,ACC4985758631,Account-692
TXN0628,2024-09-20 14:46:37,3145.82,Bank Transfer,ACC6597063192,Account-200
TXN0629,2024-09-20 17:43:37,4305.92,Bank Transfer,ACC4232976329,Account-143
TXN0630,2024-09-16 01:24:37,1805.46,Debit Card,ACC7583696139,Account-883
TXN0631,2024-09-22 14:41:37,3367.48,UPI,ACC1354237872,Account-168
TXN0632,2024-09-02 11:15:37,4499.07,UPI,ACC1765246661,Account-728
TXN0633,2024-09-03 03:54:37,513.16,Debit Card,ACC9370158930,Account-537
TXN0634,2024-09-12 18:41:37,4169.41,Debit Card,ACC4716911219,Account-537
TXN0635,2024-09-09 08:19:37,3294.57,Net Banking,ACC4554980193,Account-977
TXN0636,2024-09-29 14:15:37,2283.22,Bank Transfer,ACC2445244670,Account-945
TXN0637,2024-09-23 19:31:37,2521.01,UPI,ACC1179104981,Account-937
TXN0638,2024-09-29 12:58:37,2811.09,Bank Transfer,ACC4050329792,Account-791
TXN0639,2024-09-26 05:20:37,2639.36,Credit Card,ACC8243878128,Account-349
TXN0640,2024-09-14 09:27:37,4305.26,Net Banking,ACC9444742837,Account-672
TXN0641,2024-09-11 06:20:37,4632.45,Net Banking,ACC5993687104,Account-674
TXN0642,2024-09-14 22:01:37,292.51,Credit Card,ACC8029248969,Account-178
TXN0643,2024-09-10 23:10:37,370.08,Net Banking,ACC6731330628,Account-925
TXN0644,2024-09-09 17:12:37,1554.76,Debit Card,ACC9739478666,Account-814
TXN0645,2024-09-11 16:58:37,3568.96,Bank Transfer,ACC8827288734,Account-606
TXN0646,2024-09-05 23:11:37,3598.25,Bank Transfer,ACC3695689569,Account-652
TXN0647,2024-09-07 10:46:37,956.44,Debit Card,ACC2166688874,Account-745
TXN0648,2024-09-05 14:25:37,368.75,Debit Card,ACC5374222328,Account-864
TXN0649,2024-09-17 07:03:37,2848.33,Net Banking,ACC3852565703,Account-228
TXN0650,2024-09-20 08:01:37,1271.3,UPI,ACC9068433147,Account-602
TXN0651,2024-09-30 21:44:37,3711.22,UPI,ACC6262974208,Account-833
TXN0652,2024-10-02 17:20:37,147.16,UPI,ACC3056396845,Account-905
TXN0653,2024-10-01 11:34:37,141.15,Bank Transfer,ACC7823325933,Account-331
